"id","session_id","category","category_tag","turn","role","text","handover","links","dead_links","timestamp","run_id","endpoint"
"1536","9dcb0ca7-7fab-4936-83ef-af46b822e3f6","Etablering","","1","bot","<p>Du kan følge med i dit fiber-installationsforløb i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a> under ""Overblik"". Her kan du se, om der skal komme tekniker eller entreprenør, og hvor langt processen er kommet 😊</p><p>Du kan også finde opdateringer i tidligere mails eller SMS'er fra Hiper.</p><p>Giv lyd hvis du mangler mere info! 🫶</p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-27 17:09:56","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1535","9dcb0ca7-7fab-4936-83ef-af46b822e3f6","Etablering","","1","user","Hejsa jeg ønsker status på min fiber etablering","0","[]","[]","2026-02-27 17:09:56","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1554","9dcb0ca7-7fab-4936-83ef-af46b822e3f6","Etablering","","2","bot","<p>Det kommer an på, hvor langt etableringen er på din adresse:</p><ul><li>Hvis der allerede er installeret en fiberboks, tager det typisk ca. 7 dage.</li><li>Hvis der er gravet fiber ind, men ingen boks, kan det tage omkring 30 dage.</li><li>Hvis der slet ikke er fiber, kan det tage op til 2 måneder.</li></ul><p>Hvis du ikke har hørt noget endnu, skyldes det ofte ventetid på teknikere eller entreprenører. Du får besked så snart næste skridt i processen er planlagt 📝</p><p>Giv lyd hvis du har flere spørgsmål eller hvis din situation ændrer sig 🙌</p>","0","[]","[]","2026-02-27 17:10:11","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1553","9dcb0ca7-7fab-4936-83ef-af46b822e3f6","Etablering","","2","user","Okay men hvornår hører jeg noget? Jeg har ventet i 2 uger allerede","0","[]","[]","2026-02-27 17:10:11","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1568","9dcb0ca7-7fab-4936-83ef-af46b822e3f6","Etablering","","3","bot","<p>Ja, du kan selv følge status på din fiberetablering ved at logge ind på <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a>. Her kan du i mange tilfælde se, hvor langt processen er kommet, og finde relevante oplysninger om din bestilling 📝</p><p>Giv lyd hvis du har flere spørgsmål 🙌</p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-27 17:10:26","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1567","9dcb0ca7-7fab-4936-83ef-af46b822e3f6","Etablering","","3","user","Er der et sted jeg selv kan se status, uden at kontakte jer?","0","[]","[]","2026-02-27 17:10:26","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1580","9dcb0ca7-7fab-4936-83ef-af46b822e3f6","Etablering","","4","bot","<p>Du kan bruge vores <a href=""https://www.hiper.dk/hjaelp/bestilling/fiber-installation"">dækningskort</a> for at se, hvilke netværk og underleverandører der dækker din adresse. 📝</p><p>Det er ikke muligt at kontakte underleverandøren direkte – al kontakt går gennem Hiper, og vi holder dig løbende opdateret undervejs i processen.</p><p>Skriv endelig tilbage hvis du har flere spørgsmål 🙌</p>","0","[""https://www.hiper.dk/hjaelp/bestilling/fiber-installation""]","[""https://www.hiper.dk/hjaelp/bestilling/fiber-installation""]","2026-02-27 17:10:41","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1579","9dcb0ca7-7fab-4936-83ef-af46b822e3f6","Etablering","","4","user","Hvem er underleverandøren i mit område, og kan jeg kontakte dem direkte?","0","[]","[]","2026-02-27 17:10:41","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1538","d00d8f36-8fad-42e1-9ad7-42c0fae77086","Etablering","","1","bot","<p>Hvis du ikke har fået en fiberboks, vil der som regel komme en tekniker og installere den for dig. Du kan se i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a>, om der er aftalt et teknikerbesøg i forbindelse med din installation. 😊</p><p>Hvis du får fiber gennem TDC's netværk, kan det i nogle tilfælde være, at vi sender dig en frontplade til fiberboksen, som du selv skal montere på den boks, der allerede sidder i boligen. Du kan se en guide til det her: <a href=""https://www.hiper.dk/hjaelp/internet-og-wifi/opsaetning-og-guides/installationsmanual"">installationsmanual</a>.</p><p>Giv lyd hvis du har flere spørgsmål eller brug for hjælp! 🏠</p>","0","[""https://www.hiper.dk/mit-hiper/"",""https://www.hiper.dk/hjaelp/internet-og-wifi/opsaetning-og-guides/installationsmanual""]","[]","2026-02-27 17:10:01","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1537","d00d8f36-8fad-42e1-9ad7-42c0fae77086","Etablering","","1","user","Hej jeg tror ikke vi har fiberboks? Følger den med?","0","[]","[]","2026-02-27 17:10:01","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1556","d00d8f36-8fad-42e1-9ad7-42c0fae77086","Etablering","","2","bot","<p>Det kommer an på din installation – hvis det ikke er aftalt, bliver der ikke automatisk booket et teknikerbesøg. Du får altid besked via mail eller SMS, hvis der er behov for en tekniker i forbindelse med din installation. 😊</p><p>Du kan også få et overblik over dit installationsforløb i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a>.</p><p>Giv lyd, hvis du har flere spørgsmål! 🙌</p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-27 17:10:17","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1555","d00d8f36-8fad-42e1-9ad7-42c0fae77086","Etablering","","2","user","Hvad sker der hvis teknikerbesøget ikke er aftalt? Kommer der automatisk en?","0","[]","[]","2026-02-27 17:10:17","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1572","d00d8f36-8fad-42e1-9ad7-42c0fae77086","Etablering","","3","bot","<p>Installationen af fiberboksen kræver altid en tekniker. Teknikeren sørger for at montere både den udvendige og indvendige fiberboks, og der skal være en myndig person til stede under besøget. 🛠️</p><p>Du kan tilslutte din router, når teknikeren er færdig med installationen.</p><p>Giv lyd hvis du har flere spørgsmål! 🙌</p>","0","[]","[]","2026-02-27 17:10:31","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1571","d00d8f36-8fad-42e1-9ad7-42c0fae77086","Etablering","","3","user","Kan jeg installere fiberboksen selv, eller kræver det altid en tekniker?","0","[]","[]","2026-02-27 17:10:31","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1586","d00d8f36-8fad-42e1-9ad7-42c0fae77086","Etablering","","4","bot","<p>Et teknikerbesøg i forbindelse med fiberinstallation koster 699 kr. Det dækker installation af både indvendig og udvendig boks samt op til 30 meter gravning. 🛠️</p><p>Hvis du har særlige ønsker, fx ekstra gravemeter eller speciel placering, kan der komme tillægspriser.</p><p>Skriv endelig, hvis du vil høre mere om tillægspriser eller selve processen! 🙌</p>","0","[]","[]","2026-02-27 17:10:45","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1585","d00d8f36-8fad-42e1-9ad7-42c0fae77086","Etablering","","4","user","Hvad koster teknikerbesøget?","0","[]","[]","2026-02-27 17:10:45","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1522","f7a46278-c04c-4984-a4e5-bbbb8ba34994","Etablering","","1","bot","<p>Det kommer helt an på om installationen i din bolig allerede er klar. Hvis alt er på plads, kan du ofte tage internettet i brug hurtigt – helt uden at vente på en tekniker 😊</p><p>Du kan tjekke under ""Overblik"" i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a>, om der er brug for tekniker eller entreprenør, eller kigge i tidligere mails eller SMS'er fra os for info om installationen.</p><p>Giv lyd hvis du har flere spørgsmål 🫶</p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-27 17:09:39","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1521","f7a46278-c04c-4984-a4e5-bbbb8ba34994","Etablering","","1","user","kan vi få internet hurtigere hvis det er uden teknikerbesøg?","0","[]","[]","2026-02-27 17:09:39","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1534","f7a46278-c04c-4984-a4e5-bbbb8ba34994","Etablering","","2","bot","<p>Hvis din bolig er forberedt til fiber, skal der være både en indvendig og en udvendig fiberboks installeret på adressen. Den indvendige boks sidder typisk på indersiden af husmuren, og den udvendige boks sidder samme sted på ydersiden. ✅</p><p>Hvis du kan se begge bokse, er din bolig som udgangspunkt klar til fiber. Hvis ikke, kræver det normalt besøg af entreprenør og tekniker for at få det gjort.</p><p>Skriv tilbage hvis du har brug for mere info 🫶</p>","0","[]","[]","2026-02-27 17:09:53","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1533","f7a46278-c04c-4984-a4e5-bbbb8ba34994","Etablering","","2","user","Hvordan ved jeg om min bolig allerede er forberedt til fiber?","0","[]","[]","2026-02-27 17:09:53","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1550","f7a46278-c04c-4984-a4e5-bbbb8ba34994","Etablering","","3","bot","<p>Et standard teknikerbesøg i forbindelse med fiberinstallation koster 699 kr. Det dækker både indvendig og udvendig boks samt op til 30 meter gravning. Hvis du ønsker en særlig installation eller har brug for flere gravemeter, koster det ekstra – fx 450 kr. pr. ekstra meter (gælder på TDC fiber). Hvis du har særlige ønsker til placering af fiberbokse, kan der også komme et tillæg. 🏠</p><p>Skriv endelig tilbage, hvis du har spørgsmål til din konkrete situation 🙌</p>","0","[]","[]","2026-02-27 17:10:08","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1549","f7a46278-c04c-4984-a4e5-bbbb8ba34994","Etablering","","3","user","Hvad koster et teknikerbesøg, hvis det viser sig at være nødvendigt?","0","[]","[]","2026-02-27 17:10:08","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1558","f7a46278-c04c-4984-a4e5-bbbb8ba34994","Etablering","","4","bot","<p>Ja, hvis installationen i din bolig allerede er klar – altså hvis både indvendig og udvendig fiberboks er installeret – kan du selv tage internettet i brug. Du skal bare tilslutte din router til den indvendige fiberboks. ✅</p><p>Giv lyd hvis du har flere spørgsmål 🙌</p>","0","[]","[]","2026-02-27 17:10:22","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1557","f7a46278-c04c-4984-a4e5-bbbb8ba34994","Etablering","","4","user","Kan jeg selv installere det, hvis alt er klar?","0","[]","[]","2026-02-27 17:10:22","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1480","5e66506b-213d-45e9-b73e-d9e84c9ed238","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","bot","<p>Hvis du skal flytte og vil have dit abonnement med, skal du sende en mail til kundeservice@hiper.dk fra den mailadresse, du har registreret hos os. 🏠</p>
<ul>
  <li>Din nuværende adresse</li>
  <li>Din nye adresse</li>
  <li>Fraflytningsdato</li>
  <li>Ønsket lukningsdato (hvis den er anderledes end fraflytningsdatoen)</li>
  <li>Indflytningsdato</li>
  <li>Hvilket produkt du ønsker på den nye adresse</li>
</ul>
<p>Du kan tjekke, hvilke produkter du kan få på den nye adresse på <a href=""https://www.hiper.dk"">hiper.dk</a>.</p>
<p>Vi opretter et nyt abonnement til dig og opsiger dit gamle for dig. Du får besked på mail hele vejen igennem processen. 👍</p>
<p>Skriv tilbage hvis det ikke løser det! 🙌</p>","0","[""https://www.hiper.dk""]","[]","2026-02-27 17:08:57","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1479","5e66506b-213d-45e9-b73e-d9e84c9ed238","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","user","hvordan ændrer jeg min adresse","0","[]","[]","2026-02-27 17:08:57","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1496","5e66506b-213d-45e9-b73e-d9e84c9ed238","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","2","bot","<p>Du kan desværre ikke ændre din adresse direkte i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a>. For at flytte dit abonnement til en ny adresse, skal du sende en mail til kundeservice@hiper.dk med din nuværende og nye adresse samt dine flyttedatoer. 🏠</p><p>Giv lyd hvis du har brug for mere hjælp! 🙌</p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-27 17:09:14","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1495","5e66506b-213d-45e9-b73e-d9e84c9ed238","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","2","user","Kan jeg ikke ændre adressen direkte i Mit Hiper selv?","0","[]","[]","2026-02-27 17:09:14","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1512","5e66506b-213d-45e9-b73e-d9e84c9ed238","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","3","bot","<p>Hvis din fraflytningsdato og indflytningsdato er den samme dag, skal du bare oplyse det, når du sender din mail om flytning. Processen er den samme – vi opretter et nyt abonnement på din nye adresse og opsiger det gamle for dig. 🏠</p><p>Du skal altså bare skrive begge adresser og datoerne i mailen, også selvom de er ens.</p><p>Skriv endelig, hvis du har flere spørgsmål! 🙌</p>","0","[]","[]","2026-02-27 17:09:30","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1511","5e66506b-213d-45e9-b73e-d9e84c9ed238","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","3","user","Hvad nu hvis min fraflytningsdato og tilflytningsdato er den samme dag?","0","[]","[]","2026-02-27 17:09:30","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1528","5e66506b-213d-45e9-b73e-d9e84c9ed238","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","4","bot","<p>Det kommer an på flere ting – fx hvilken teknologi du kan få på din nye adresse, og hvornår der er ledigt til at få dig online. Når vi har modtaget din mail, vender vores kollegaer tilbage med info om forløbet og datoer for flytningen. 🏠</p><p>Sig til hvis du har flere spørgsmål! 🙌</p>","1","[]","[]","2026-02-27 17:09:47","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1527","5e66506b-213d-45e9-b73e-d9e84c9ed238","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","4","user","Hvor lang tid tager det, fra I modtager mailen til flytningen er effektueret?","0","[]","[]","2026-02-27 17:09:47","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1476","6bb35f39-6679-4a74-81d3-f659aec08369","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","bot","Jeg er rigtig ked af at høre om dødsfaldet. Jeg kan desværre ikke sende dig videre lige nu, da vi har lukket. Du kan finde vores åbningstider og kontaktmuligheder på www.hiper.dk/kontakt.","0","[]","[]","2026-02-27 17:08:51","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1475","6bb35f39-6679-4a74-81d3-f659aec08369","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","user","jeg har brug for at overdrage abonnenemt i forbindelse med dødsfald","0","[]","[]","2026-02-27 17:08:51","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1486","6bb35f39-6679-4a74-81d3-f659aec08369","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","2","bot","<p>Ved overdragelse af abonnement skal du sende en mail til kundeservice@hiper.dk, hvor du skriver, at du ønsker at overdrage abonnementet til en bestemt person og på hvilken dato. Den nye ejer skal sættes på cc og bekræfte med navn, e-mail og telefonnummer i samme mail. Begge parter skal skrive, at de accepterer overdragelsen.</p><p>Hvis det drejer sig om dødsfald, er det en god idé at nævne det i mailen, så vi kan vejlede dig om eventuel ekstra dokumentation.</p><p>Giv lyd hvis du har flere spørgsmål 🧑‍💻</p>","0","[]","[]","2026-02-27 17:09:04","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1485","6bb35f39-6679-4a74-81d3-f659aec08369","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","2","user","Hvad dokumentation skal jeg have klar til overdragelsen?","0","[]","[]","2026-02-27 17:09:04","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1506","6bb35f39-6679-4a74-81d3-f659aec08369","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","3","bot","<p>Det fremgår desværre ikke af vores info, om abonnementet beholder samme pris ved overdragelse, eller om prisen ændres. Der oprettes et nyt abonnement i overtagerens navn, men præcis hvordan prisen bliver, kan jeg ikke sige med sikkerhed 😊</p><p>Hvis du vil have et endeligt svar, kan du se vores åbningstider og kontaktmuligheder på <a href=""https://www.hiper.dk/kontakt"">hiper.dk/kontakt</a>.</p><p>Giv lyd hvis du har flere spørgsmål 🧑‍💻</p>","0","[""https://www.hiper.dk/kontakt""]","[]","2026-02-27 17:09:20","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1505","6bb35f39-6679-4a74-81d3-f659aec08369","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","3","user","Beholder abonnementet sin nuværende pris, eller ændres det ved overdragelsen?","0","[]","[]","2026-02-27 17:09:20","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1518","6bb35f39-6679-4a74-81d3-f659aec08369","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","4","bot","<p>Det er ikke et krav at have MitID for at kunne overtage abonnementet hos Hiper. Den nye indehaver skal bare besvare mailen med sit navn, e-mail og telefonnummer, så fungerer det som accept til oprettelsen 😊</p><p>Sig endelig til, hvis du har flere spørgsmål 🧑‍💻</p>","0","[]","[]","2026-02-27 17:09:36","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1517","6bb35f39-6679-4a74-81d3-f659aec08369","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","4","user","Hvad nu hvis den nye indehaver ikke har et MitID tilknyttet?","0","[]","[]","2026-02-27 17:09:36","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1514","8a260d46-a04c-4acb-a39e-025c1f7f8834","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","bot","<p>Det kommer an på, om du får samme type internet på din nye adresse som du har nu. Hvis du fx har haft fiber og også skal have fiber det nye sted, kan du typisk genbruge routeren. Skifter du til en anden teknologi (fx fra fiber til coax), skal du have en ny router.</p><p>Hvis du vil flytte dit abonnement til din nye adresse, skal du sende en mail til kundeservice@hiper.dk fra den mail, du har registreret hos os. Husk at oplyse både nuværende og ny adresse, fraflytningsdato, indflytningsdato og hvilket produkt du ønsker på den nye adresse. ✉️</p><p>Skriv igen, hvis du har flere spørgsmål! 🙌</p>","0","[]","[]","2026-02-27 17:09:33","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1513","8a260d46-a04c-4acb-a39e-025c1f7f8834","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","user","Kan jeg tage min router med på min nye adresse?","0","[]","[]","2026-02-27 17:09:33","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1524","8a260d46-a04c-4acb-a39e-025c1f7f8834","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","2","bot","Mine kollegaer er ikke online lige nu, da du har henvendt dig uden for åbningstiden. Se mere om vores åbningstider og kontaktmuligheder her: https://www.hiper.dk/kontakt","1","[""https://www.hiper.dk/kontakt""]","[]","2026-02-27 17:09:41","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1523","8a260d46-a04c-4acb-a39e-025c1f7f8834","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","2","user","Hvad koster det at få en ny router, hvis jeg skal have en?","0","[]","[]","2026-02-27 17:09:41","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1520","a809b8de-a9c6-4fd8-bc8c-317597f2f068","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","bot","Det koster som udgangspunkt ikke noget at flytte dit internet til en ny adresse. Hvis der skal en tekniker ud for at etablere forbindelse på din nye adresse, kan der dog komme en udgift. Ellers er det kun din abonnementspris, der kan ændre sig alt efter adressen.

Giv lyd hvis du vil vide mere om selve flytteprocessen eller har andre spørgsmål 🏠","0","[]","[]","2026-02-27 17:09:38","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1519","a809b8de-a9c6-4fd8-bc8c-317597f2f068","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","user","hej hvad koster det at flytte ardresse","0","[]","[]","2026-02-27 17:09:38","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1532","a809b8de-a9c6-4fd8-bc8c-317597f2f068","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","2","bot","Det kommer an på, hvad der skal laves på adressen – prisen på et teknikerbesøg kan variere, så vi kan desværre ikke give et fast beløb på forhånd. Du får altid besked om eventuelle omkostninger, inden noget bliver planlagt 🏠

Giv lyd hvis du har brug for mere info eller andre spørgsmål 🙌","0","[]","[]","2026-02-27 17:09:52","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1531","a809b8de-a9c6-4fd8-bc8c-317597f2f068","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","2","user","Hvad koster teknikerbesøget, hvis der er brug for det på den nye adresse?","0","[]","[]","2026-02-27 17:09:52","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1552","a809b8de-a9c6-4fd8-bc8c-317597f2f068","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","3","bot","<p>Når du flytter, oprettes der et nyt abonnement på din nye adresse, og dit gamle abonnement bliver opsagt. Det er vigtigt, at du oplyser både fraflytningsdato og indflytningsdato, så vi kan koordinere opsigelse og opstart bedst muligt 🏠</p><p>Der er ikke automatisk en pause i abonnementet mellem fraflytning og tilflytning. Du betaler for dit nuværende abonnement, indtil det opsiges, og for det nye fra den dag, det bliver aktiveret på din nye adresse.</p><p>Hvis du har særlige ønsker til perioderne, kan du skrive dem i din mail til os, når du anmoder om flytning.</p><p>Giv lyd hvis du har flere spørgsmål 🙌</p>","0","[]","[]","2026-02-27 17:10:09","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1551","a809b8de-a9c6-4fd8-bc8c-317597f2f068","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","3","user","Hvad sker der med mit abonnement i perioden fra jeg fraflytter til jeg tilflytter?","0","[]","[]","2026-02-27 17:10:09","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1564","a809b8de-a9c6-4fd8-bc8c-317597f2f068","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","4","bot","<p>Det er muligt at oprette internet på begge adresser i en kort overgangsperiode, hvis du har brug for det 🏠 Du skal bare skrive det, når du anmoder om flytning, så tager vi det med i behandlingen.</p><p>Giv lyd hvis du har flere spørgsmål 🙌</p>","0","[]","[]","2026-02-27 17:10:23","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
"1563","a809b8de-a9c6-4fd8-bc8c-317597f2f068","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","4","user","Kan jeg have internet på begge adresser i en overgangsperiode?","0","[]","[]","2026-02-27 17:10:23","a75d831b-989c-41e2-ac84-db2ba429e188","gpt41"
